Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Distance_to_Shore,Exposure,Depth_m,Bleaching_Level,Percent_Bleaching,Temperature_Mean,Temperature_Maximum,Temperature_Kelvin,Windspeed,SSTA_Maximum,SSTA_DHW,Date,Year,Month
21.4543,-79.6459,Atlantic,Tropical Atlantic,6815.55,Exposed,11.0,1,0.76,301.11,305.15,304.94,5.0,2.25,0.0,2001-08-27,2001,8
21.4543,-79.6459,Atlantic,Tropical Atlantic,6815.55,Exposed,10.0,1,0.76,301.11,305.15,304.94,5.0,2.25,0.0,2001-08-27,2001,8
21.9879,-81.4756,Atlantic,Tropical Atlantic,8409.87,Exposed,12.0,1,0.76,301.14,306.11,299.17,5.0,2.53,0.0,2001-03-17,2001,3
21.9879,-81.4756,Atlantic,Tropical Atlantic,8409.87,Exposed,12.8,1,0.76,301.14,306.11,299.17,5.0,2.53,0.0,2001-03-17,2001,3
21.9879,-81.4756,Atlantic,Tropical Atlantic,8409.87,Exposed,13.0,1,0.76,301.14,306.11,299.17,5.0,2.53,0.0,2001-03-17,2001,3
21.9879,-81.4756,Atlantic,Tropical Atlantic,8409.87,Exposed,14.1,1,0.76,301.14,306.11,299.17,5.0,2.53,0.0,2001-03-17,2001,3
20.3838,-87.3159,Atlantic,Tropical Atlantic,761.03,Sometimes,7.3,1,0.76,300.8,305.9,301.74,5.0,4.12,0.26,2011-06-20,2011,6
20.3838,-87.3159,Atlantic,Tropical Atlantic,761.03,Sometimes,7.9,1,0.76,300.8,305.9,301.74,5.0,4.12,0.26,2011-06-20,2011,6
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,10.6,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,11.5,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,11.8,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,12.0,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,12.1,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,12.2,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,12.4,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,12.7,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,12.9,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
18.9022,-87.6233,Atlantic,Tropical Atlantic,862.35,Exposed,13.3,1,0.77,300.87,304.72,302.59,4.0,3.64,6.03,1999-09-23,1999,9
4.2563,72.9893,Indian,Western Indo-Pacific,521.31,Exposed,12.0,0,0.78,301.88,305.11,301.42,4.0,2.96,3.85,2013-07-03,2013,7
4.2563,72.9893,Indian,Western Indo-Pacific,521.31,Exposed,12.0,0,0.78,301.88,305.11,301.42,4.0,2.96,3.85,2013-07-03,2013,7
17.3524,-88.1501,Atlantic,Tropical Atlantic,2227.84,Sheltered,6.0,1,0.78,301.1,306.3,302.26,5.0,3.92,0.0,2009-07-29,2009,7
17.3524,-88.1501,Atlantic,Tropical Atlantic,2227.84,Sheltered,6.5,1,0.78,301.1,306.3,302.26,5.0,3.92,0.0,2009-07-29,2009,7
17.3524,-88.1501,Atlantic,Tropical Atlantic,2227.84,Sheltered,7.0,1,0.78,301.1,306.3,302.26,5.0,3.92,0.0,2009-07-29,2009,7
17.3524,-88.1501,Atlantic,Tropical Atlantic,2227.84,Sheltered,7.2,1,0.78,301.1,306.3,302.26,5.0,3.92,0.0,2009-07-29,2009,7
25.4135,-80.1928,Atlantic,Tropical Atlantic,1083.96,Sheltered,4.0,1,0.79,299.71,305.55,302.32,6.0,3.22,2.4,2006-09-27,2006,9
25.5082,-80.1372,Atlantic,Tropical Atlantic,3906.0,Sheltered,6.1,1,0.81,299.8,305.02,303.91,3.0,2.71,0.0,2011-08-15,2011,8
18.3125,-65.3354,Atlantic,Tropical Atlantic,172.43,Sheltered,5.2,1,0.82,300.38,303.86,302.48,4.0,2.19,0.0,2003-09-26,2003,9
18.3125,-65.3354,Atlantic,Tropical Atlantic,172.43,Sheltered,5.5,1,0.82,300.38,303.86,302.48,4.0,2.19,0.0,2003-09-26,2003,9
18.3125,-65.3354,Atlantic,Tropical Atlantic,172.43,Sheltered,5.7,1,0.82,300.38,303.86,302.48,4.0,2.19,0.0,2003-09-26,2003,9
18.3125,-65.3354,Atlantic,Tropical Atlantic,172.43,Sheltered,6.0,1,0.82,300.38,303.86,302.48,4.0,2.19,0.0,2003-09-26,2003,9
18.3125,-65.3354,Atlantic,Tropical Atlantic,172.43,Sheltered,6.3,1,0.82,300.38,303.86,302.48,4.0,2.19,0.0,2003-09-26,2003,9
18.3125,-65.3354,Atlantic,Tropical Atlantic,172.43,Sheltered,6.5,1,0.82,300.38,303.86,302.48,4.0,2.19,0.0,2003-09-26,2003,9
18.3125,-65.3354,Atlantic,Tropical Atlantic,172.43,Sheltered,9.5,1,0.82,300.38,303.86,302.48,4.0,2.19,0.0,2003-09-26,2003,9
18.1334,-76.3308,Atlantic,Tropical Atlantic,273.96,Exposed,10.6,1,0.83,301.03,305.16,302.29,6.0,2.92,0.0,2000-08-11,2000,8
18.1334,-76.3308,Atlantic,Tropical Atlantic,273.96,Exposed,11.5,1,0.83,301.03,305.16,302.29,6.0,2.92,0.0,2000-08-11,2000,8
18.1334,-76.3308,Atlantic,Tropical Atlantic,273.96,Exposed,12.0,1,0.83,301.03,305.16,302.29,6.0,2.92,0.0,2000-08-11,2000,8
18.1334,-76.3308,Atlantic,Tropical Atlantic,273.96,Exposed,12.1,1,0.83,301.03,305.16,302.29,6.0,2.92,0.0,2000-08-11,2000,8
18.1334,-76.3308,Atlantic,Tropical Atlantic,273.96,Exposed,12.2,1,0.83,301.03,305.16,302.29,6.0,2.92,0.0,2000-08-11,2000,8
17.8339,-87.9877,Atlantic,Tropical Atlantic,6095.85,Exposed,2.5,1,0.83,301.02,305.11,300.45,7.0,2.88,0.0,2008-04-02,2008,4
9.247,-82.0326,Atlantic,Tropical Atlantic,539.13,Sheltered,1.2,1,0.83,301.43,306.57,300.58,1.0,4.56,0.0,2002-06-12,2002,6
9.247,-82.0326,Atlantic,Tropical Atlantic,539.13,Sheltered,1.3,1,0.83,301.43,306.57,300.58,1.0,4.56,0.0,2002-06-12,2002,6
9.247,-82.0326,Atlantic,Tropical Atlantic,539.13,Sheltered,1.4,1,0.83,301.43,306.57,300.58,1.0,4.56,0.0,2002-06-12,2002,6
9.247,-82.0326,Atlantic,Tropical Atlantic,539.13,Sheltered,1.5,1,0.83,301.43,306.57,300.58,1.0,4.56,0.0,2002-06-12,2002,6
9.247,-82.0326,Atlantic,Tropical Atlantic,539.13,Sheltered,1.8,1,0.83,301.43,306.57,300.58,1.0,4.56,0.0,2002-06-12,2002,6
9.247,-82.0326,Atlantic,Tropical Atlantic,539.13,Sheltered,2.5,1,0.83,301.43,306.57,300.58,1.0,4.56,0.0,2002-06-12,2002,6
25.0364,-80.4161,Atlantic,Tropical Atlantic,3500.0,Sheltered,2.4,1,0.85,299.69,305.03,301.27,3.0,2.99,0.0,2008-09-15,2008,9
25.4477,-80.1636,Atlantic,Tropical Atlantic,2714.0,Sheltered,3.7,1,0.85,299.71,305.55,304.42,3.0,3.22,4.71,2009-08-21,2009,8
26.1479,-80.0959,Atlantic,Tropical Atlantic,486.0,Exposed,9.0,1,0.85,299.79,304.8,297.57,5.0,2.55,0.51,2015-02-09,2015,2
20.8982,-79.0953,Atlantic,Tropical Atlantic,535.84,Exposed,11.0,1,0.86,301.24,307.25,303.54,5.0,3.93,1.24,2001-08-25,2001,8
20.8982,-79.0953,Atlantic,Tropical Atlantic,535.84,Exposed,11.8,1,0.86,301.24,307.25,303.54,5.0,3.93,1.24,2001-08-25,2001,8
20.8982,-79.0953,Atlantic,Tropical Atlantic,535.84,Exposed,12.0,1,0.86,301.24,307.25,303.54,5.0,3.93,1.24,2001-08-25,2001,8
24.5474,-81.5866,Atlantic,Tropical Atlantic,4594.04,Sheltered,4.8,1,0.87,299.72,306.3,297.19,6.0,3.71,0.0,2006-03-06,2006,3
1.7914,125.1206,Pacific,Central Indo-Pacific,411.14,Sheltered,12.0,0,0.88,301.83,305.03,303.5,3.0,3.06,5.51,2013-10-08,2013,10
1.7914,125.1206,Pacific,Central Indo-Pacific,411.14,Sheltered,12.0,0,0.88,301.83,305.03,303.5,3.0,3.06,5.51,2013-10-08,2013,10
4.2656,73.0026,Indian,Western Indo-Pacific,207.46,Sheltered,5.0,0,0.88,301.86,305.14,302.7,6.0,3.02,6.72,2015-09-15,2015,9
4.2656,73.0026,Indian,Western Indo-Pacific,207.46,Sheltered,5.0,0,0.88,301.86,305.14,302.7,6.0,3.02,6.72,2015-09-15,2015,9
5.2853,73.1138,Indian,Western Indo-Pacific,19.58,Sheltered,12.0,0,0.88,301.74,305.04,301.51,3.0,3.34,0.0,2009-02-11,2009,2
5.2853,73.1138,Indian,Western Indo-Pacific,19.58,Sheltered,12.0,0,0.88,301.74,305.04,301.51,3.0,3.34,0.0,2009-02-11,2009,2
9.5246,-78.6542,Atlantic,Tropical Atlantic,416.52,Sheltered,8.0,1,0.88,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
9.5246,-78.6542,Atlantic,Tropical Atlantic,416.52,Sheltered,8.5,1,0.88,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
9.5246,-78.6542,Atlantic,Tropical Atlantic,416.52,Sheltered,9.0,1,0.88,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
9.5246,-78.6542,Atlantic,Tropical Atlantic,416.52,Sheltered,11.5,1,0.88,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
24.8731,-80.5873,Atlantic,Tropical Atlantic,6572.0,Exposed,6.6,1,0.89,299.81,306.82,302.51,4.0,4.34,0.0,2012-09-24,2012,9
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,6.7,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,7.8,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,8.2,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,8.5,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,9.2,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,9.6,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,10.0,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,10.5,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,13.1,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
18.3185,-76.8032,Atlantic,Tropical Atlantic,202.48,Exposed,13.6,1,0.91,301.07,305.3,302.14,6.0,3.48,0.0,2000-08-09,2000,8
24.7272,-77.7646,Atlantic,Tropical Atlantic,1462.66,Sheltered,1.0,1,0.93,299.61,304.85,298.19,7.0,3.1,1.06,2002-04-15,2002,4
24.7272,-77.7646,Atlantic,Tropical Atlantic,1462.66,Sheltered,1.5,1,0.93,299.61,304.85,298.19,7.0,3.1,1.06,2002-04-15,2002,4
24.7272,-77.7646,Atlantic,Tropical Atlantic,1462.66,Sheltered,1.6,1,0.93,299.61,304.85,298.19,7.0,3.1,1.06,2002-04-15,2002,4
24.7272,-77.7646,Atlantic,Tropical Atlantic,1462.66,Sheltered,2.0,1,0.93,299.61,304.85,298.19,7.0,3.1,1.06,2002-04-15,2002,4
22.915,-79.7014,Atlantic,Tropical Atlantic,1673.81,Sometimes,15.0,1,0.93,300.3,306.11,300.57,4.0,3.86,1.02,2001-05-27,2001,5
22.915,-79.7014,Atlantic,Tropical Atlantic,1673.81,Sometimes,16.0,1,0.93,300.3,306.11,300.57,4.0,3.86,1.02,2001-05-27,2001,5
9.5186,-78.6557,Atlantic,Tropical Atlantic,216.01,Sheltered,1.2,1,0.93,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
9.5186,-78.6557,Atlantic,Tropical Atlantic,216.01,Sheltered,1.3,1,0.93,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
9.5186,-78.6557,Atlantic,Tropical Atlantic,216.01,Sheltered,1.5,1,0.93,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
9.5186,-78.6557,Atlantic,Tropical Atlantic,216.01,Sheltered,2.0,1,0.93,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
9.5186,-78.6557,Atlantic,Tropical Atlantic,216.01,Sheltered,2.3,1,0.93,301.07,304.2,301.4,3.0,2.54,0.0,2002-06-18,2002,6
9.575,-78.8705,Atlantic,Tropical Atlantic,1352.43,Sheltered,0.7,1,0.93,301.01,304.42,300.67,4.0,2.69,0.0,2002-06-21,2002,6
9.575,-78.8705,Atlantic,Tropical Atlantic,1352.43,Sheltered,0.8,1,0.93,301.01,304.42,300.67,4.0,2.69,0.0,2002-06-21,2002,6
9.575,-78.8705,Atlantic,Tropical Atlantic,1352.43,Sheltered,1.1,1,0.93,301.01,304.42,300.67,4.0,2.69,0.0,2002-06-21,2002,6
9.575,-78.8705,Atlantic,Tropical Atlantic,1352.43,Sheltered,1.2,1,0.93,301.01,304.42,300.67,4.0,2.69,0.0,2002-06-21,2002,6
9.575,-78.8705,Atlantic,Tropical Atlantic,1352.43,Sheltered,1.3,1,0.93,301.01,304.42,300.67,4.0,2.69,0.0,2002-06-21,2002,6
21.455,-82.769,Atlantic,Tropical Atlantic,933.99,Exposed,0.4,1,0.93,301.05,305.42,299.27,5.0,3.75,0.0,2001-03-09,2001,3
21.455,-82.769,Atlantic,Tropical Atlantic,933.99,Exposed,0.5,1,0.93,301.05,305.42,299.27,5.0,3.75,0.0,2001-03-09,2001,3
21.455,-82.769,Atlantic,Tropical Atlantic,933.99,Exposed,0.6,1,0.93,301.05,305.42,299.27,5.0,3.75,0.0,2001-03-09,2001,3
21.455,-82.769,Atlantic,Tropical Atlantic,933.99,Exposed,0.8,1,0.93,301.05,305.42,299.27,5.0,3.75,0.0,2001-03-09,2001,3
21.455,-82.769,Atlantic,Tropical Atlantic,933.99,Exposed,0.9,1,0.93,301.05,305.42,299.27,5.0,3.75,0.0,2001-03-09,2001,3
21.455,-82.769,Atlantic,Tropical Atlantic,933.99,Exposed,1.0,1,0.93,301.05,305.42,299.27,5.0,3.75,0.0,2001-03-09,2001,3
25.1296,-80.2682,Atlantic,Tropical Atlantic,9300.0,Exposed,10.0,1,0.93,299.88,305.64,301.94,4.0,2.64,0.0,2012-09-20,2012,9
20.3943,-87.3124,Atlantic,Tropical Atlantic,103.39,Sheltered,2.0,1,0.94,300.8,305.9,301.42,5.0,4.12,0.0,2012-06-12,2012,6
24.5632,-81.4003,Atlantic,Tropical Atlantic,6454.0,Exposed,6.2,1,0.95,299.82,305.32,301.44,5.0,3.04,1.24,2012-10-04,2012,10
24.5728,-81.5911,Atlantic,Tropical Atlantic,1857.0,Sheltered,5.7,1,0.95,299.72,306.3,302.26,5.0,3.71,0.0,2013-09-09,2013,9
25.0732,-80.3784,Atlantic,Tropical Atlantic,4547.71,Sheltered,3.0,1,0.95,299.78,305.1,303.42,4.0,4.04,2.22,2006-09-20,2006,9
25.3667,-80.1869,Atlantic,Tropical Atlantic,4606.0,Sheltered,2.9,1,0.95,299.73,305.11,303.03,4.0,2.65,0.0,2006-09-26,2006,9
9.5458,-78.9778,Atlantic,Tropical Atlantic,208.03,Sheltered,6.2,1,0.96,300.99,304.58,300.98,4.0,3.13,0.0,2002-06-25,2002,6
9.5458,-78.9778,Atlantic,Tropical Atlantic,208.03,Sheltered,6.7,1,0.96,300.99,304.58,300.98,4.0,3.13,0.0,2002-06-25,2002,6
9.5458,-78.9778,Atlantic,Tropical Atlantic,208.03,Sheltered,7.5,1,0.96,300.99,304.58,300.98,4.0,3.13,0.0,2002-06-25,2002,6
9.5458,-78.9778,Atlantic,Tropical Atlantic,208.03,Sheltered,8.5,1,0.96,300.99,304.58,300.98,4.0,3.13,0.0,2002-06-25,2002,6
9.5458,-78.9778,Atlantic,Tropical Atlantic,208.03,Sheltered,8.8,1,0.96,300.99,304.58,300.98,4.0,3.13,0.0,2002-06-25,2002,6
9.5458,-78.9778,Atlantic,Tropical Atlantic,208.03,Sheltered,11.0,1,0.96,300.99,304.58,300.98,4.0,3.13,0.0,2002-06-25,2002,6
25.0003,-80.4395,Atlantic,Tropical Atlantic,6040.0,Exposed,3.8,1,0.97,299.78,304.86,302.47,4.0,2.82,0.0,2012-09-18,2012,9
21.5798,-81.5886,Atlantic,Tropical Atlantic,323.17,Exposed,15.0,1,0.98,301.15,306.59,299.67,5.0,3.15,0.0,2001-03-14,2001,3
21.5798,-81.5886,Atlantic,Tropical Atlantic,323.17,Exposed,16.0,1,0.98,301.15,306.59,299.67,5.0,3.15,0.0,2001-03-14,2001,3
21.5798,-81.5886,Atlantic,Tropical Atlantic,323.17,Exposed,17.2,1,0.98,301.15,306.59,299.67,5.0,3.15,0.0,2001-03-14,2001,3
-18.7949,147.5212,Pacific,Central Indo-Pacific,57761.46,Sheltered,7.5,0,1.0,299.19,304.44,299.4,6.0,2.76,0.0,2004-04-25,2004,4
-18.7949,147.5212,Pacific,Central Indo-Pacific,57761.46,Sheltered,7.5,0,1.0,299.19,304.44,299.4,6.0,2.76,0.0,2004-04-25,2004,4
-18.7949,147.5212,Pacific,Central Indo-Pacific,57761.46,Sheltered,8.0,0,1.0,299.19,304.44,301.48,6.0,2.76,0.0,2005-03-24,2005,3
-18.7949,147.5212,Pacific,Central Indo-Pacific,57761.46,Sheltered,8.0,0,1.0,299.19,304.44,301.48,6.0,2.76,0.0,2005-03-24,2005,3
-19.1983,146.8152,Pacific,Central Indo-Pacific,2795.93,Sheltered,5.0,0,1.0,299.21,306.14,299.64,4.0,3.59,1.77,2014-05-04,2014,5
-19.1983,146.8152,Pacific,Central Indo-Pacific,2795.93,Sheltered,5.0,0,1.0,299.21,306.14,299.64,4.0,3.59,1.77,2014-05-04,2014,5
-19.1983,146.8152,Pacific,Central Indo-Pacific,2795.93,Sheltered,1.0,0,1.0,299.21,306.14,302.9,5.0,3.59,3.79,2006-02-18,2006,2
-19.1983,146.8152,Pacific,Central Indo-Pacific,2795.93,Sheltered,1.0,0,1.0,299.21,306.14,302.9,5.0,3.59,3.79,2006-02-18,2006,2
-19.1983,146.8152,Pacific,Central Indo-Pacific,2795.93,Sheltered,0.1,0,1.0,299.21,306.14,297.97,3.0,3.59,5.98,2005-09-10,2005,9
-19.1983,146.8152,Pacific,Central Indo-Pacific,2795.93,Sheltered,0.1,0,1.0,299.21,306.14,297.97,3.0,3.59,5.98,2005-09-10,2005,9
-19.1981,146.815,Pacific,Central Indo-Pacific,2865.08,Sheltered,0.1,0,1.0,299.21,306.14,297.97,3.0,3.59,5.98,2005-09-10,2005,9
-19.1981,146.815,Pacific,Central Indo-Pacific,2865.08,Sheltered,0.1,0,1.0,299.21,306.14,297.97,3.0,3.59,5.98,2005-09-10,2005,9
-19.1692,146.8469,Pacific,Central Indo-Pacific,224.53,Exposed,3.0,0,1.0,299.09,306.11,301.77,3.0,3.72,6.51,2013-04-21,2013,4
-19.1692,146.8469,Pacific,Central Indo-Pacific,224.53,Exposed,3.0,0,1.0,299.09,306.11,301.77,3.0,3.72,6.51,2013-04-21,2013,4
-16.8725,146.2044,Pacific,Central Indo-Pacific,21755.41,Sheltered,3.0,0,1.0,299.59,305.79,303.41,3.0,4.23,4.42,2009-02-14,2009,2
-16.8725,146.2044,Pacific,Central Indo-Pacific,21755.41,Sheltered,3.0,0,1.0,299.59,305.79,303.41,3.0,4.23,4.42,2009-02-14,2009,2
-16.8479,146.2271,Pacific,Central Indo-Pacific,24865.62,Sheltered,3.0,0,1.0,299.57,305.87,301.01,6.0,4.35,0.0,2006-04-09,2006,4
-16.8479,146.2271,Pacific,Central Indo-Pacific,24865.62,Sheltered,3.0,0,1.0,299.57,305.87,301.01,6.0,4.35,0.0,2006-04-09,2006,4
-16.4208,145.9957,Pacific,Central Indo-Pacific,46945.93,Sheltered,6.0,0,1.0,299.63,305.7,297.47,7.0,4.17,1.03,2014-07-26,2014,7
-16.4208,145.9957,Pacific,Central Indo-Pacific,46945.93,Sheltered,6.0,0,1.0,299.63,305.7,297.47,7.0,4.17,1.03,2014-07-26,2014,7
-16.3772,145.558,Pacific,Central Indo-Pacific,742.91,Sheltered,5.0,0,1.0,299.51,305.39,302.55,9.0,3.45,2.15,2005-03-05,2005,3
-16.3772,145.558,Pacific,Central Indo-Pacific,742.91,Sheltered,5.0,0,1.0,299.51,305.39,302.55,9.0,3.45,2.15,2005-03-05,2005,3
-15.983,145.8224,Pacific,Central Indo-Pacific,38506.76,Sheltered,5.0,0,1.0,299.65,306.1,302.31,5.0,4.62,2.43,2005-02-20,2005,2
-15.983,145.8224,Pacific,Central Indo-Pacific,38506.76,Sheltered,5.0,0,1.0,299.65,306.1,302.31,5.0,4.62,2.43,2005-02-20,2005,2
-15.9829,145.8224,Pacific,Central Indo-Pacific,38514.12,Sheltered,5.0,0,1.0,299.65,306.1,301.73,7.0,4.62,4.91,2009-03-01,2009,3
-15.9829,145.8224,Pacific,Central Indo-Pacific,38514.12,Sheltered,5.0,0,1.0,299.65,306.1,301.73,7.0,4.62,4.91,2009-03-01,2009,3
-12.1988,96.8313,Indian,Central Indo-Pacific,450.5,Exposed,10.0,0,1.0,300.28,304.64,302.55,3.0,3.35,0.0,2005-03-05,2005,3
-12.1988,96.8313,Indian,Central Indo-Pacific,450.5,Exposed,10.0,0,1.0,300.28,304.64,302.55,3.0,3.35,0.0,2005-03-05,2005,3
-12.165,96.8163,Indian,Central Indo-Pacific,540.33,Exposed,10.0,0,1.0,300.27,304.5,302.57,3.0,3.25,0.0,2005-03-08,2005,3
-12.165,96.8163,Indian,Central Indo-Pacific,540.33,Exposed,10.0,0,1.0,300.27,304.5,302.57,3.0,3.25,0.0,2005-03-08,2005,3
-12.165,96.8163,Indian,Central Indo-Pacific,540.33,Exposed,10.0,0,1.0,300.27,304.5,301.04,7.0,3.25,6.05,2003-04-16,2003,4
-12.165,96.8163,Indian,Central Indo-Pacific,540.33,Exposed,10.0,0,1.0,300.27,304.5,301.04,7.0,3.25,6.05,2003-04-16,2003,4
-12.1069,96.8709,Indian,Central Indo-Pacific,1894.25,Sheltered,3.0,0,1.0,300.34,306.07,299.3,7.0,4.66,0.0,2004-11-20,2004,11
-12.1069,96.8709,Indian,Central Indo-Pacific,1894.25,Sheltered,3.0,0,1.0,300.34,306.07,299.3,7.0,4.66,0.0,2004-11-20,2004,11
-27.472,153.4099,Pacific,Temperate Australasia,380.57,Sheltered,2.0,0,1.0,296.0,303.87,297.42,4.0,4.55,5.58,2016-04-28,2016,4
-27.472,153.4099,Pacific,Temperate Australasia,380.57,Sheltered,2.0,0,1.0,296.0,303.87,297.42,4.0,4.55,5.58,2016-04-28,2016,4
-24.114,152.7178,Pacific,Central Indo-Pacific,37.77,Sheltered,9.0,0,1.0,297.62,302.68,299.92,7.0,3.12,0.0,2013-02-01,2013,2
-23.4604,151.9292,Pacific,Central Indo-Pacific,2173.19,Sheltered,6.0,0,1.0,297.33,303.13,298.5,6.0,2.85,0.0,2015-11-24,2015,11
-23.4604,151.9292,Pacific,Central Indo-Pacific,2173.19,Sheltered,6.0,0,1.0,297.33,303.13,298.5,6.0,2.85,0.0,2015-11-24,2015,11
-23.4604,151.9292,Pacific,Central Indo-Pacific,2173.19,Sheltered,7.0,0,1.0,297.33,303.13,297.59,6.0,2.85,7.9,2013-11-02,2013,11
-23.4604,151.9292,Pacific,Central Indo-Pacific,2173.19,Sheltered,7.0,0,1.0,297.33,303.13,297.59,6.0,2.85,7.9,2013-11-02,2013,11
-23.4548,151.9238,Pacific,Central Indo-Pacific,1345.62,Sheltered,6.0,0,1.0,297.33,303.13,297.89,6.0,2.85,0.0,2014-11-08,2014,11
-23.4548,151.9238,Pacific,Central Indo-Pacific,1345.62,Sheltered,6.0,0,1.0,297.33,303.13,297.89,6.0,2.85,0.0,2014-11-08,2014,11
-23.4548,151.9238,Pacific,Central Indo-Pacific,1345.62,Sheltered,5.0,0,1.0,297.33,303.13,298.5,6.0,2.85,0.0,2015-11-24,2015,11
-23.4548,151.9238,Pacific,Central Indo-Pacific,1345.62,Sheltered,5.0,0,1.0,297.33,303.13,298.5,6.0,2.85,0.0,2015-11-24,2015,11
-23.4511,151.9182,Pacific,Central Indo-Pacific,782.39,Sheltered,5.0,0,1.0,297.35,302.86,298.76,7.0,2.9,1.1,2015-11-28,2015,11
-23.4511,151.9182,Pacific,Central Indo-Pacific,782.39,Sheltered,5.0,0,1.0,297.35,302.86,298.76,7.0,2.9,1.1,2015-11-28,2015,11
-23.4447,151.9184,Pacific,Central Indo-Pacific,95.43,Sheltered,2.0,0,1.0,297.35,302.86,298.76,7.0,2.9,1.1,2015-11-28,2015,11
-23.4447,151.9184,Pacific,Central Indo-Pacific,95.43,Sheltered,2.0,0,1.0,297.35,302.86,298.76,7.0,2.9,1.1,2015-11-28,2015,11
-23.4431,151.9094,Pacific,Central Indo-Pacific,192.41,Sheltered,2.0,0,1.0,297.35,302.86,297.46,6.0,2.9,6.52,2013-11-04,2013,11
-23.4431,151.9094,Pacific,Central Indo-Pacific,192.41,Sheltered,2.0,0,1.0,297.35,302.86,297.46,6.0,2.9,6.52,2013-11-04,2013,11
-23.4425,151.9201,Pacific,Central Indo-Pacific,106.65,Sheltered,2.0,0,1.0,297.35,302.86,298.76,7.0,2.9,1.1,2015-11-29,2015,11
-23.4425,151.9201,Pacific,Central Indo-Pacific,106.65,Sheltered,2.0,0,1.0,297.35,302.86,298.76,7.0,2.9,1.1,2015-11-29,2015,11
-23.4416,151.9048,Pacific,Central Indo-Pacific,665.19,Sheltered,6.0,0,1.0,297.35,302.86,297.98,8.0,2.9,9.31,2017-11-03,2017,11
-23.4416,151.9048,Pacific,Central Indo-Pacific,665.19,Sheltered,6.0,0,1.0,297.35,302.86,297.98,8.0,2.9,9.31,2017-11-03,2017,11
-23.4411,151.9105,Pacific,Central Indo-Pacific,94.8,Sheltered,2.0,0,1.0,297.35,302.86,298.76,7.0,2.9,1.1,2015-11-25,2015,11
